partition,item,supply,date,uni,amount,unitPrice
懷寧,DG0000001009-Xyzal 5mg 驅異樂,D0094-嘉鏵,2019-12-26,顆,500,2.78
懷寧,DG0000000701-Vesicare tablets 5mg,D0094-嘉鏵,2019-12-26,顆,90,26
懷寧,DG0000001217-Norvasc Tab 5MG,D0094-嘉鏵,2019-12-26,錠,112,4.071
懷寧,DG0000000400-DL-METHYLEPHEDRINE  HCL Tab.,D0112-優生,2019-12-26,顆,3000,0.55
新生,DG0000000446-Folic acid 5mg(民權),D0052-信東,2019-12-26,顆,1000,0.88
新生,DG0000000408-NaCl 0.9% INJ. 20mL,D0052-信東,2019-12-26,支,720,5.5
新生,DG0000000864-Rapid Diagnostic test(流感快篩,D0118-耀龍生技,2019-12-26,組,30,165
新生,DG0000000065-YUTOPAR TAB 10MG,D0016-友勤,2019-12-26,顆,760,4.443
新生,DG0000000202-Duphaston 10mg Tab.,D0087-裕利,2019-12-26,顆,600,22
新生,DG0000000056-MYCOMB CREAM 美康乳膏  10Gm,D0036-杏輝,2019-12-26,條,144,19.597
新生,DG0000000070-HARINGER(SODIUM CHLORIDE)500ML,D0054-南光,2019-12-26,包,180,27.5
新生,DG0000001186-Boostrix補施追疫苗,D0087-裕利,2019-12-26,支,160,550
新生,DG0000000065-YUTOPAR TAB 10MG,D0016-友勤,2019-12-26,顆,1000,4.444
小禾馨,DG0000000342-CETIRIZINE SOL(30ML)(兒),D0068-晟德,2019-12-26,瓶,300,17.6
小禾馨,DG0000000351-60ml*CETIRIZINE SOL(民/小),D0068-晟德,2019-12-26,瓶,200,30.8
小禾馨,DG0000001088-ACTIN SOLUTION亞涕液,D0068-晟德,2019-12-26,瓶,100,17.6
小禾馨,DG0000000326-WEMPTY胃利空口服懸浮液(民/小),D0068-晟德,2019-12-26,瓶,100,19.8
小禾馨,DG0000000333-KIDSOLONE ORAL SOLUTION 60ml(,D0068-晟德,2019-12-26,瓶,100,55
民權,DG0000000406-ADENOCOR INJ. 3mg/ml(民/新),D0006-大昌華嘉,2019-12-26,瓶,12,131.083
民權,DG0000000029-BUSCOPAN TAB 10mg,D0006-大昌華嘉,2019-12-26,顆,1000,2
民權,"DG0000001549-""CREAM"" CLOBETASOL  7G 0.5mg/g",D0036-杏輝,2019-12-26,支,288,10
民權,"DG0000001548-""OINTMENT"" CLOBETASOL 7G 0.5mg",D0036-杏輝,2019-12-26,支,288,12
民權,DG0000001236-TRESIBA FlexTouch 300IU/3ML,D0060-美吾髮,2019-12-26,支,20,460
民權,DG0000000318-ATROVENT(兒),D0087-裕利,2019-12-26,支,200,8.5
民權,DG0000000715-11.25mg leuplin depot(持續型)(,D0087-裕利,2019-12-26,支,20,8519.45
民權,DG0000000045-Diane,D0087-裕利,2019-12-26,盒,144,177.917
民權,DG0000000073-LIVIAL TAB 2.5MG(民/新),D0087-裕利,2019-12-26,盒,6,750
民權,DG0000000336-B肝疫苗(自費),D0087-裕利,2019-12-26,瓶,10,245
民權,DG0000001222-Amaryl M 2/500MG TAB,D0094-嘉鏵,2019-12-26,錠,300,2.9
民權,DG0000001310-BD Micro-Fine 32G 4mm 胰島素針,D0094-嘉鏵,2019-12-26,個,1000,3.05
民權,DG0000001120-Bisadyl Tab 5mg,D0094-嘉鏵,2019-12-26,顆,300,2
民權,DG0000000110-DOSTINEX TAB 0.5MG,D0094-嘉鏵,2019-12-26,顆,80,121.25
民權,DG0000001147-Genurso TAB. 100mg(民權),D0094-嘉鏵,2019-12-26,顆,100,1.9
民權,DG0000000718-OXBU extended-release tablets,D0094-嘉鏵,2019-12-26,顆,100,6.36
民權,DG0000001312-SOFUNI OINTMENT 2%15G,D0094-嘉鏵,2019-12-26,支,20,115
民權,DG0000000012-SHITON S.C.TAB 5MG,D0112-優生,2019-12-26,顆,4000,1.1
民權,DG0000000071-(17-OHP)Progeston Depot 125mg,D0197-阿德比,2019-12-26,支,230,208.696
民權,DG0000000320-ASWELL SOLUTION 60ml(兒),D0068-晟德,2019-12-26,箱,100,26.4
民權,DG0000000296-Secorine syrup息咳寧 120ml,D0068-晟德,2019-12-26,瓶,300,24.2
民權,DG0000000441-富鐵好滴劑30ml(新生/民權),D0069-泰宗,2019-12-26,瓶,80,495
民權小禾馨,DG0000000301-RotaRix羅特律(自費)(GSK),D0087-裕利,2019-12-26,支,100,1840
民權小禾馨,DG0000000302-Anti-phen syrup(兒),D0068-晟德,2019-12-26,瓶,500,15.95
民權小禾馨,DG0000000340-RotaTeq輪達停(自費)(MSD),D0087-裕利,2019-12-26,支,220,1100
民權小禾馨,DG0000000342-CETIRIZINE SOL(30ML)(兒),D0068-晟德,2019-12-26,瓶,100,17.6
民權小禾馨,DG0000001252-Infloran益腹寧膠囊,D0208-榮懋興業,2019-12-26,顆,400,16.5
懷寧小禾馨,DG0000000336-B肝疫苗(自費),D0087-裕利,2019-12-26,瓶,10,245
懷寧小禾馨,"DG0000000338-VAQTA,A肝疫苗(MSD)(自費)(新/民",D0087-裕利,2019-12-26,瓶,10,420
懷寧小禾馨,DG0000001042-DEX-CTM 2mg,D0094-嘉鏵,2019-12-26,顆,1000,0.2
懷寧小禾馨,DG0000000389-FLIXOTIDE EVOHALER 50 MCG (兒),D0094-嘉鏵,2019-12-26,瓶,4,183
懷寧小禾馨,DG0000000263-AMOXICILLIN 500MG Tab.,D0094-嘉鏵,2019-12-26,顆,1000,1.2
懷寧小禾馨,DG0000000254-SINOMIN  OPH. 15ml,D0094-嘉鏵,2019-12-26,瓶,100,14.06
內湖,DG0000000704-[管]FENTANYL INJ. 10ML(新/民/,D0150-食藥署,2019-12-26,支,370,90
內湖,"DG0000001366-[管]""ALVOGEN"" Remifentanil Pow",D0150-食藥署,2019-12-26,支,10,410
新生,DG0000000207-ZALAIN  Vag Supp.,D0058-科懋,2019-12-25,顆,60,93
新生,DG0000000719-LOMEXIN vag supp 200mg(民/新/,D0073-健喬信元,2019-12-25,顆,660,41.3
新生,DG0000000907-*9價*(3劑)嘉喜子宮頸癌疫苗,D0087-裕利,2019-12-25,支,100,3700
新生,DG0000000045-Diane,D0087-裕利,2019-12-25,盒,12,177.917
新生,DG0000000174-CRINONE 8% Progesterone vag g,D0087-裕利,2019-12-25,條,90,185
新生,DG0000000269-PROVERA 5MG (MEDROXYPROGESTERO,D0094-嘉鏵,2019-12-25,顆,2000,1.672
新生,DG0000000674-Topsym Lotion 10g(民權/小禾馨),D0094-嘉鏵,2019-12-25,瓶,10,70
新生,DG0000001193-Novamin Tab 5mg,D0094-嘉鏵,2019-12-25,錠,1000,1.65
新生,DG0000000769-[管]Ultracet Tab 37.5MG/325MG,D0094-嘉鏵,2019-12-25,顆,100,4
新生,DG0000000100-B-complex INJ(婦),D0204-人力(安星),2019-12-25,支,300,9.45
新生,DG0000000172-DIPHENHYDRAMINE HCL 30mg/ml,D0204-人力(安星),2019-12-25,支,100,6
新生,DG0000000417-Normal saline 500mL(NaCl 0.9%),D0204-人力(安星),2019-12-25,瓶,180,23.1
小禾馨,DG0000000876-Immunped Syrup 益妙兒100ml,D0087-裕利,2019-12-25,罐,27,231.111
小禾馨,DG0000000336-B肝疫苗(自費),D0087-裕利,2019-12-25,瓶,10,245
小禾馨,DG0000000047-ZITHROMAX TAB 250MG,D0094-嘉鏵,2019-12-25,顆,360,20.833
小禾馨,DG0000000254-SINOMIN  OPH. 15ml,D0094-嘉鏵,2019-12-25,瓶,50,14.06
小禾馨,DG0000001114-TARIVID OTIC SOL 5ML(民/小),D0094-嘉鏵,2019-12-25,瓶,20,53
小禾馨,DG0000000674-Topsym Lotion 10g(民權/小禾馨),D0094-嘉鏵,2019-12-25,瓶,10,70
懷寧小禾馨,DG0000000351-60ml*CETIRIZINE SOL(民/小),D0068-晟德,2019-12-25,瓶,200,30.8
懷寧小禾馨,DG0000000170-SENNAPUR(SENNOSIDE A+B),D0058-科懋,2019-12-25,顆,1000,1
懷寧小禾馨,DG0000000206-ZALAIN CREAM 2%  (SERTACONAZO,D0058-科懋,2019-12-25,條,12,92
懷寧小禾馨,DG0000000123-Actein 66.7mg/gm 3GM,D0073-健喬信元,2019-12-25,包,2800,1.804
懷寧小禾馨,DG0000000367-AVAMYS NASAL SPRAY(兒),D0087-裕利,2019-12-25,瓶,40,198
懷寧小禾馨,DG0000000383-Singulair 5Mg(小禾馨/民),D0087-裕利,2019-12-25,顆,140,11.6
懷寧小禾馨,DG0000001383-[顆粒劑]Singulair 4mg,D0087-裕利,2019-12-25,包,56,11.304
懷寧小禾馨,DG0000000047-ZITHROMAX TAB 250MG,D0094-嘉鏵,2019-12-25,顆,72,20.833
懷寧小禾馨,DG0000001009-Xyzal 5mg 驅異樂,D0094-嘉鏵,2019-12-25,顆,200,2.8
懷寧小禾馨,DG0000000904-Duofilm Solution 15ml 史帝富治,D0094-嘉鏵,2019-12-25,瓶,2,165
懷寧小禾馨,DG0000000300-Prevenar13沛兒(自費) (新生/民,D0005-久裕,2019-12-25,支,100,2667.5
懷寧小禾馨,DG0000000372-AMOLIN SUSP.(兒),D0024-永豐,2019-12-25,瓶,60,39.6
懷寧小禾馨,DG0000000342-CETIRIZINE SOL(30ML)(兒),D0068-晟德,2019-12-25,瓶,300,17.6
懷寧小禾馨,DG0000000296-Secorine syrup息咳寧 120ml,D0068-晟德,2019-12-25,瓶,180,24.2
懷寧小禾馨,DG0000000303-IBUPROFEN依普芬口服懸浮液 (兒),D0068-晟德,2019-12-25,瓶,100,16.5
新生,DG0000000472-Duratocin 100mcg/ml(新生/民權),D0006-大昌華嘉,2019-12-23,支,225,1333.333
新生,DG0000000020-BOKEY E.M CAP 100MG,D0022-永信藥品,2019-12-23,顆,1960,0.918
新生,DG0000000156-ANTIFUNGAL VAG. SUPP,D0022-永信藥品,2019-12-23,顆,1040,6.154
新生,DG0000000037-TREN CAP 250MG,D0022-永信藥品,2019-12-23,顆,1000,1.61
新生,DG0000000031-服樂淨栓劑 Metronidazole 250mg,D0022-永信藥品,2019-12-23,顆,500,3.5
新生,DG0000000369-GITOSE INJ. 5%(500ML),D0054-南光,2019-12-23,包,150,21
新生,DG0000001074-HAFORMAN INJECTION(新),D0054-南光,2019-12-23,包,30,28
新生,DG0000000353-Xylocaine injection 2% 20mL,D0087-裕利,2019-12-23,瓶,360,70
新生,DG0000000418-Marcaine 0.5%SP HeavyAmp 4mL,D0087-裕利,2019-12-23,支,150,146
新生,DG0000000115-(冷藏)@Gonal-F 300IU,D0087-裕利,2019-12-23,支,3,2400
新生,DG0000000044-Yasmin,D0087-裕利,2019-12-23,盒,28,410.714
新生,DG0000000907-*9價*(3劑)嘉喜子宮頸癌疫苗,D0087-裕利,2019-12-23,支,100,3700
新生,DG0000000048-Labtal F.C. Tab 200MG,D0094-嘉鏵,2019-12-23,顆,1000,3
新生,DG0000000050-MAGNESIUM OXIDE TAB 250MG,D0052-信東,2019-12-23,顆,13000,0.187
新生,DG0000000668-Laston Inj 30mg/ml(民權/新生),D0052-信東,2019-12-23,支,100,27.5
新生,DG0000000397-EPHEDRINE 40mg INJ.民/新,D0052-信東,2019-12-23,支,200,16.5
新生,DG0000001539-Wellderm維凝膚矽膠疤痕貼片(4片,D0074-唯鼎生醫,2019-12-23,盒,50,1460.8
小禾馨,DG0000000127-AXOL TAB 30MG,D0022-永信藥品,2019-12-23,顆,1000,0.45
小禾馨,DG0000000332-Fenoterol 2.5mg Tab.,D0022-永信藥品,2019-12-23,顆,2000,1.08
小禾馨,DG0000000264-SMECTA POWDER舒腹達,D0087-裕利,2019-12-23,包,660,5.091
小禾馨,DG0000000784-AUGMENTIN SYRUP 457MG/5ML(兒),D0087-裕利,2019-12-23,瓶,70,64
小禾馨,DG0000000367-AVAMYS NASAL SPRAY(兒),D0087-裕利,2019-12-23,瓶,50,198
小禾馨,DG0000000482-ELOMET 5g(MOMETASONE FUROATE),D0094-嘉鏵,2019-12-23,條,100,33
小禾馨,DG0000000667-CLEOCIN T GEL 1%(皮),D0094-嘉鏵,2019-12-23,條,5,204.6
小禾馨,DG0000001034-Emadine0.05% 5mL(民.小),D0094-嘉鏵,2019-12-23,瓶,20,55
小禾馨,DG0000000400-DL-METHYLEPHEDRINE  HCL Tab.,D0112-優生,2019-12-23,顆,4000,0.45
小禾馨,DG0000000341-EXELDERM CREAM 5mg (民/新/小),D0201-台田,2019-12-23,條,100,32.9
小禾馨,DG0000000300-Prevenar13沛兒(自費) (新生/民,D0005-久裕,2019-12-23,支,100,2667.5
小禾馨,DG0000000303-IBUPROFEN依普芬口服懸浮液 (兒),D0068-晟德,2019-12-23,瓶,200,16.5
小禾馨,DG0000000305-CYPROMIN 0.4 mg/mlL(兒),D0068-晟德,2019-12-23,瓶,600,11
小禾馨,DG0000000864-Rapid Diagnostic test(流感快篩,D0118-耀龍生技,2019-12-23,組,40,165
小禾馨,DG0000001128-Procto-eze痔瘡乳膏,D0196-康令美,2019-12-23,條,10,462
小禾馨,DG0000001252-Infloran益腹寧膠囊,D0208-榮懋興業,2019-12-23,顆,1200,16.5
民權,DG0000000395-PITRESSIN 20 UNITS/A (新生/民,D0005-久裕,2019-12-23,支,50,248.6
民權,DG0000000090-Cytotec 200mcg,D0005-久裕,2019-12-23,顆,300,10.79
民權,DG0000000046-UTROGESTAN 100MG,D0005-久裕,2019-12-23,顆,2700,8.586
民權,DG0000000246-YUTOPAR  10mg/ml INJ.,D0016-友勤,2019-12-23,支,60,49.467
民權,DG0000000065-YUTOPAR TAB 10MG,D0016-友勤,2019-12-23,顆,800,4.445
民權,DG0000000700-ALDACTIN(spironolactone25mg)(,D0052-信東,2019-12-23,顆,5000,1.32
民權,DG0000000446-Folic acid 5mg(民權),D0052-信東,2019-12-23,顆,2000,0.88
民權,DG0000001509-LINDACIN CAPSULES 150MG,D0052-信東,2019-12-23,粒,2000,1.595
民權,DG0000000397-EPHEDRINE 40mg INJ.民/新,D0052-信東,2019-12-23,支,1000,13.2
民權,DG0000000408-NaCl 0.9% INJ. 20mL,D0052-信東,2019-12-23,支,1440,5.5
民權,DG0000000409-Water for injection 20mL,D0052-信東,2019-12-23,支,2880,5.5
民權,DG0000000401-SABS IV INFUSION(民),D0052-信東,2019-12-23,瓶,40,49.5
民權,DG0000001089-Cetazone inj(Cefmetazole 1g),D0052-信東,2019-12-23,瓶,150,108.9
民權,DG0000000050-MAGNESIUM OXIDE TAB 250MG,D0052-信東,2019-12-23,顆,40000,0.187
民權,DG0000000432-DOPAMIN (DOPAMINE) INJ (,D0055-恆富,2019-12-23,支,10,27.5
民權,DG0000000638-Spersin ointment 10g,D0055-恆富,2019-12-23,條,44,78
民權,DG0000000342-CETIRIZINE SOL(30ML)(兒),D0068-晟德,2019-12-23,瓶,100,17.6
民權,DG0000000305-CYPROMIN 0.4 mg/mlL(兒),D0068-晟德,2019-12-23,瓶,300,13.2
民權,DG0000001087-Exdila Liquid喘解液(兒),D0068-晟德,2019-12-23,瓶,100,17.6
民權,DG0000001080-Butamirate Liquid 60ml(民/小),D0068-晟德,2019-12-23,瓶,200,8.25
民權,DG0000000315-Soltan syrup 舒痰液(民/小),D0068-晟德,2019-12-23,瓶,200,16.5
民權,DG0000000017-Ferrum Tab 100mg,D0069-泰宗,2019-12-23,顆,1500,4.136
民權,DG0000000607-Mepiform美皮豐矽膠片,D0107-歐強國際,2019-12-23,片,250,1408
民權,DG0000000864-Rapid Diagnostic test(流感快篩,D0118-耀龍生技,2019-12-23,組,120,165
民權,DG0000001252-Infloran益腹寧膠囊,D0208-榮懋興業,2019-12-23,顆,2000,16.5
民權,DG0000000236-Gentamycin 80mg/2ml INJ.,D0214-國信,2019-12-23,瓶,300,11
民權,"DG0000001546-SUOPINCHON INJECTION ""S.Y.""",D0214-國信,2019-12-23,支,100,5.5
民權,DG0000001396-舒喜滿 溫和型洗鼻器 115ml,D0237-長捷,2019-12-23,瓶,60,308
民權,DG0000000064-DECAN TAB 0.75MG,D0022-永信藥品,2019-12-23,顆,1000,0.48
民權,DG0000000598-DOMPER TAB 10MG,D0022-永信藥品,2019-12-23,顆,1000,0.819
民權,DG0000000027-ECONAZOLE VAG. SUPP 150MG,D0022-永信藥品,2019-12-23,顆,180,10
民權,DG0000000028-ERGOMETRINE TAB 0.2MG,D0022-永信藥品,2019-12-23,顆,2500,1.1
民權,DG0000000030-FLU-D CAP 150MG,D0022-永信藥品,2019-12-23,顆,200,54
民權,DG0000000032-FROTIN 腸溶糖衣錠 250MG,D0022-永信藥品,2019-12-23,顆,6000,0.81
民權,DG0000000268-MINLIFE 10mg Tab.,D0022-永信藥品,2019-12-23,顆,1000,0.9
民權,DG0000000363-NYSTATIN cap. (新生/民權),D0022-永信藥品,2019-12-23,顆,1000,2.6
民權,DG0000000039-UROPRIN TAB 100MG,D0022-永信藥品,2019-12-23,顆,3000,1.25
民權,DG0000000031-服樂淨栓劑 Metronidazole 250mg,D0022-永信藥品,2019-12-23,顆,300,3.5
民權,DG0000000277-CEFIXMYCIN 100mg CAP.,D0022-永信藥品,2019-12-23,顆,2000,4.435
民權,DG0000000595-CHEMIX 400/80MG TAB(婦),D0022-永信藥品,2019-12-23,顆,1000,0.87
民權,DG0000000171-Pilian 4mg Tab.,D0022-永信藥品,2019-12-23,顆,2000,0.36
民權,DG0000000037-TREN CAP 250MG,D0022-永信藥品,2019-12-23,顆,3000,1.61
民權,DG0000000595-CHEMIX 400/80MG TAB(婦),D0022-永信藥品,2019-12-23,顆,1000,0.87
民權,DG0000000026-DOXYMYCIN E.C. CAP 100MG,D0022-永信藥品,2019-12-23,顆,2000,1.5
民權,DG0000000171-Pilian 4mg Tab.,D0022-永信藥品,2019-12-23,顆,2000,0.36
民權,DG0000000306-voren supp. 12.5mg(小禾馨/民權,D0022-永信藥品,2019-12-23,顆,200,1.4
民權,DG0000000265-IBUPROFEN  400mg F.C. Tab.,D0022-永信藥品,2019-12-23,顆,2000,0.93
民權,DG0000000016-PROMERAN F.C.TAB 5MG,D0025-生達,2019-12-23,顆,5000,0.47
民權,DG0000001524-AZEIC-A CREAM 5GM,D0036-杏輝,2019-12-23,條,10,25
民權,"DG0000000262-XYLMOL SUPP.  ""SINPHAR""",D0036-杏輝,2019-12-23,顆,600,3.185
民權,DG0000000058-喜癒痔軟膏 XYLMOL OINT,D0036-杏輝,2019-12-23,條,216,49
民權,DG0000000794-Curel Body Wash保濕沐浴乳420ml,D0051-花王,2019-12-23,罐,5,330.8
民權,DG0000000798-Curel Foaming Wash洗顏慕絲 150,D0051-花王,2019-12-23,罐,2,288.5
民權,DG0000000998-Curel溫和潔淨洗髮精,D0051-花王,2019-12-23,罐,5,228
民權,DG0000000467-SEVOFLURANE(新生/民權),D0064-美達特,2019-12-23,瓶,6,4200
民權,DG0000001042-DEX-CTM 2mg,D0073-健喬信元,2019-12-23,顆,2000,0.19
民權,DG0000000063-ESTRADE TAB 2MG,D0073-健喬信元,2019-12-23,顆,1500,3.52
民權,DG0000000411-GELOFUSINE(NaCl)(新/民),D0076-崇興行,2019-12-23,瓶,20,250
民權,DG0000000371-Marcaine inj. 0.5% 20mL (新生/,D0087-裕利,2019-12-23,瓶,1440,194
民權,DG0000000784-AUGMENTIN SYRUP 457MG/5ML(兒),D0087-裕利,2019-12-23,瓶,60,64
民權,DG0000000461-NIMBEX 2mg/ml INJ. (新/民),D0087-裕利,2019-12-23,支,25,114
民權,DG0000000263-AMOXICILLIN 500MG Tab.,D0094-嘉鏵,2019-12-23,顆,1000,1.2
民權,DG0000000345-ATANAAL 5MG,D0094-嘉鏵,2019-12-23,顆,1000,2
民權,DG0000000667-CLEOCIN T GEL 1%(皮),D0094-嘉鏵,2019-12-23,條,20,204.6
民權,DG0000000110-DOSTINEX TAB 0.5MG,D0094-嘉鏵,2019-12-23,顆,24,121.25
民權,DG0000000482-ELOMET 5g(MOMETASONE FUROATE),D0094-嘉鏵,2019-12-23,條,200,33
民權,DG0000000906-Flucort Cream 10g (皮)小/民,D0094-嘉鏵,2019-12-23,條,10,195
民權,DG0000001201-FREE GEL 7.5 MG/GM,D0094-嘉鏵,2019-12-23,支,3,42
民權,DG0000000713-PROZAC 20MG百憂解(民),D0094-嘉鏵,2019-12-23,顆,140,2
民權,DG0000001009-Xyzal 5mg 驅異樂,D0094-嘉鏵,2019-12-23,顆,300,2.8
民權,DG0000000047-ZITHROMAX TAB 250MG,D0094-嘉鏵,2019-12-23,顆,180,20.833
民權,DG0000001038-拭皮爽 Esperson 2.5 MG/GM 5 GM,D0094-嘉鏵,2019-12-23,條,100,29
民權,DG0000001240-10MG CRESTOR TAB,D0094-嘉鏵,2019-12-23,錠,140,14.286
民權,DG0000000906-Flucort Cream 10g (皮)小/民,D0094-嘉鏵,2019-12-23,條,1,195
民權,DG0000000254-SINOMIN  OPH. 15ml,D0094-嘉鏵,2019-12-23,瓶,50,14.06
民權,DG0000001009-Xyzal 5mg 驅異樂,D0094-嘉鏵,2019-12-23,顆,300,2.8
民權,DG0000000676-ZUMELIN CREAM 20mg/G(民/小),D0094-嘉鏵,2019-12-23,條,10,38.5
民權,DG0000001240-10MG CRESTOR TAB,D0094-嘉鏵,2019-12-23,錠,280,14.286
民權,DG0000000076-[管]Xanax 0.5mg (Alprazolam),D0094-嘉鏵,2019-12-23,顆,1000,2
民權,DG0000000018-FENCAINE TAB 10MG,D0112-優生,2019-12-23,顆,11000,0.455
民權,DG0000000626-eurogel plus gel優潔疤痕護理凝,D0113-優龍,2019-12-23,條,100,900
民權,DG0000000790-ALBUMIN 200g/l 50ml vial,D0138-吉發,2019-12-23,瓶,22,1101.818
民權,"DG0000001366-[管]""ALVOGEN"" Remifentanil Pow",D0150-食藥署,2019-12-23,支,10,410
民權,DG0000000704-[管]FENTANYL INJ. 10ML(新/民/,D0150-食藥署,2019-12-23,支,150,90
民權,DG0000000267-Abcot Chewable Tab. 20mg,D0164-溫士頓,2019-12-23,顆,3000,0.9
民權,DG0000000813-Broain 100mg,D0198-杏泰藥品,2019-12-23,顆,5000,1
民權,DG0000000350-FROIKA芙立康疤痕凝膠,D0199-汎宇藥業,2019-12-23,條,19,1105.263
民權,DG0000000100-B-complex INJ(婦),D0204-人力(安星),2019-12-23,支,400,9.45
民權,DG0000000442-Poly baby綜合維他命滴劑(新生/,D0215-慕康,2019-12-23,罐,17,180
懷寧,DG0000000020-BOKEY E.M CAP 100MG,D0022-永信藥品,2019-12-21,顆,2940,0.918
懷寧,DG0000000026-DOXYMYCIN E.C. CAP 100MG,D0022-永信藥品,2019-12-21,顆,1000,1.8
懷寧,DG0000000024-COTAZYM CAP,D0022-永信藥品,2019-12-21,顆,1000,1.08
懷寧,DG0000000156-ANTIFUNGAL VAG. SUPP,D0022-永信藥品,2019-12-21,顆,624,6.154
懷寧,DG0000000593-BETAMETHASONE OINT 5gm,D0036-杏輝,2019-12-21,條,144,14.701
懷寧,DG0000000056-MYCOMB CREAM 美康乳膏  10Gm,D0036-杏輝,2019-12-21,條,144,19.597
懷寧,"DG0000000262-XYLMOL SUPP.  ""SINPHAR""",D0036-杏輝,2019-12-21,顆,200,3.675
懷寧,DG0000000719-LOMEXIN vag supp 200mg(民/新/,D0073-健喬信元,2019-12-21,顆,660,41.3
懷寧,DG0000000907-*9價*(3劑)嘉喜子宮頸癌疫苗,D0087-裕利,2019-12-21,支,50,3700
懷寧,DG0000000013-Clomid TAB 50mg,D0094-嘉鏵,2019-12-21,顆,500,4.61
懷寧,DG0000001233-Trulicity 0.75mg INJ,D0094-嘉鏵,2019-12-21,支,2,950
懷寧,DG0000000769-[管]Ultracet Tab 37.5MG/325MG,D0094-嘉鏵,2019-12-21,顆,100,4
懷寧,DG0000001029-[管]Stilnox 10mg(原廠),D0094-嘉鏵,2019-12-21,顆,500,2
懷寧,DG0000000626-eurogel plus gel優潔疤痕護理凝,D0113-優龍,2019-12-21,條,5,900
懷寧,DG0000000607-Mepiform美皮豐矽膠片,D0107-歐強國際,2019-12-21,片,15,1408
懷寧小禾馨,DG0000000876-Immunped Syrup 益妙兒100ml,D0087-裕利,2019-12-18,罐,27,231.111
懷寧小禾馨,DG0000000365-ZITHROMAX SUSP (新生/民權),D0094-嘉鏵,2019-12-18,瓶,25,221.88
懷寧小禾馨,DG0000000383-Singulair 5Mg(小禾馨/民),D0094-嘉鏵,2019-12-18,顆,84,10.357
懷寧小禾馨,DG0000001383-[顆粒劑]Singulair 4mg,D0094-嘉鏵,2019-12-18,顆,84,11.071
懷寧小禾馨,DG0000000374-BEROTEC N 100MCG/PUFF,D0094-嘉鏵,2019-12-18,瓶,8,150
懷寧小禾馨,DG0000000389-FLIXOTIDE EVOHALER 50 MCG (兒),D0094-嘉鏵,2019-12-18,瓶,3,183
懷寧小禾馨,DG0000000479-Flur Di Fen Patch(新/民),D0094-嘉鏵,2019-12-18,片,12,24
懷寧小禾馨,DG0000000442-Poly baby綜合維他命滴劑(新生/,D0215-慕康,2019-12-18,罐,24,180
民權,DG0000000472-Duratocin 100mcg/ml(新生/民權),D0006-大昌華嘉,2019-12-16,支,675,1333.333
民權,DG0000001098-ELLA 30mg Tablet,D0015-友華生技,2019-12-16,顆,13,341.538
民權,DG0000001507-PEACE TAB 鼻福錠,D0022-永信藥品,2019-12-16,錠,980,1.735
民權,DG0000000699-Minlife-P 特敏福(排裝),D0022-永信藥品,2019-12-16,顆,2000,3
民權,DG0000001354-Adapine 30mg 壓悅達持續錠,D0025-生達,2019-12-16,顆,1000,4.5
民權,DG0000000592-Estromon  0.625mg,D0025-生達,2019-12-16,顆,3000,1.85
民權,DG0000000049-NINCORT ORAL GEL,D0036-杏輝,2019-12-16,條,72,39.194
民權,DG0000000249-CLINCIN INJ. 150MG/ML (新/民),D0054-南光,2019-12-16,瓶,150,25
民權,DG0000000684-Glycopyrodyn injection 0.2mg/m,D0058-科懋,2019-12-16,支,200,15
民權,DG0000000340-RotaTeq輪達停(自費)(MSD),D0087-裕利,2019-12-16,支,200,1100
民權,DG0000001186-Boostrix補施追疫苗,D0087-裕利,2019-12-16,支,160,550
民權,DG0000000190-(3劑)嘉喜4價子宮頸癌疫苗,D0087-裕利,2019-12-16,支,100,2100
民權,DG0000001168-QV 500g 重度修護精華乳霜,D0087-裕利,2019-12-16,瓶,60,800
民權,DG0000000783-AUGMENTIN 1G,D0087-裕利,2019-12-16,顆,2700,7.7
民權,DG0000000784-AUGMENTIN SYRUP 457MG/5ML(兒),D0087-裕利,2019-12-16,瓶,45,64
民權,DG0000000294-Xylocaine 2% Jelly 30g,D0087-裕利,2019-12-16,條,10,98
民權,DG0000000371-Marcaine inj. 0.5% 20mL (新生/,D0087-裕利,2019-12-16,瓶,930,194
民權,DG0000001169-Alcaine愛爾卡因點眼液,D0094-嘉鏵,2019-12-16,瓶,1,110
民權,DG0000000367-AVAMYS NASAL SPRAY(兒),D0094-嘉鏵,2019-12-16,瓶,50,200
民權,DG0000000708-CANESTEN 1% CREAM 20gm(皮),D0094-嘉鏵,2019-12-16,條,10,145
民權,DG0000001217-Norvasc Tab 5MG,D0094-嘉鏵,2019-12-16,錠,280,4.071
懷寧,DG0000001069-ADACEL三合一補追疫苗,D0087-裕利,2019-12-13,支,100,700
懷寧,DG0000001151-(自費四價)Vaxigrip tetra 0.5mL,D0087-裕利,2019-12-13,支,400,420
懷寧,DG0000000029-BUSCOPAN TAB 10mg,D0094-嘉鏵,2019-12-13,顆,1000,1.5
懷寧,DG0000001231-Xigduo 10/1000MG TAB,D0094-嘉鏵,2019-12-13,錠,168,27.679
懷寧,DG0000000110-DOSTINEX TAB 0.5MG,D0094-嘉鏵,2019-12-13,顆,80,121.25
懷寧,DG0000000160-D50W 20ml,D0052-信東,2019-12-13,支,2160,8.8
懷寧,DG0000000408-NaCl 0.9% INJ. 20mL,D0052-信東,2019-12-13,支,720,5.5
